time_sec,target_temp,current_temp,error,controller_output,controller_output_percent,duty_cnt,duty_percent,state,state_name,status_word,kp,ki
0.031245946884155273,80.0,25.0,0.0,0.0,0.0,0,0.0,0,IDLE,0,0.055,0.0003
0.5201656818389893,80.0,25.0,0.0,1.0,100.0,100000,100.0,0,IDLE,0,0.055,0.0003
1.020117998123169,80.0,25.0,0.0,1.0,100.0,100000,100.0,0,IDLE,0,0.055,0.0003
1.5044496059417725,80.0,30.88843536376953,0.0,1.0,100.0,100000,100.0,0,IDLE,0,0.055,0.0003
2.004401922225952,80.0,37.844322204589844,0.0,1.0,100.0,100000,100.0,0,IDLE,0,0.055,0.0003
2.504356622695923,80.0,44.37620544433594,0.0,1.0,100.0,100000,100.0,0,IDLE,0,0.055,0.0003
3.01993465423584,80.0,50.509925842285156,0.0,1.0,100.0,100000,100.0,0,IDLE,0,0.055,0.0003
3.5042643547058105,80.0,56.269752502441406,0.0,1.0,100.0,100000,100.0,0,IDLE,0,0.055,0.0003
4.005217790603638,80.0,61.67847442626953,0.0,1.0,100.0,100000,100.0,1,RUN,1,0.055,0.0003
4.505170106887817,80.0,66.75749969482422,0.0,1.0,100.0,100000,100.0,1,RUN,1,0.055,0.0003
5.005123853683472,80.0,71.52692413330078,0.0,1.0,100.0,100000,100.0,1,RUN,1,0.055,0.0003
5.505077600479126,80.0,76.005615234375,0.0,0.8153595328330994,81.53595328330994,81535,81.535,1,RUN,1,0.055,0.0003
5.989408493041992,80.0,80.21131134033203,0.0,0.5845549702644348,58.45549702644348,58455,58.455,1,RUN,1,0.055,0.0003
6.4737389087677,80.0,83.75975036621094,0.0,0.3727976977825165,37.27976977825165,37279,37.279,1,RUN,1,0.055,0.0003
6.95806884765625,80.0,85.26160430908203,0.0,0.2682555615901947,26.82555615901947,26825,26.825,1,RUN,1,0.055,0.0003
7.442398548126221,80.0,85.52783203125,0.0,0.22629982233047485,22.629982233047485,22629,22.629,1,RUN,1,0.055,0.0003
7.926729440689087,80.0,84.353759765625,0.0,0.2704663574695587,27.04663574695587,27046,27.046,1,RUN,1,0.055,0.0003
8.426682949066162,80.0,82.51742553710938,0.0,0.3621688485145569,36.21688485145569,36216,36.216,1,RUN,1,0.055,0.0003
8.926620244979858,80.0,80.75650787353516,0.0,0.4600227177143097,46.00227177143097,46002,46.002,1,RUN,1,0.055,0.0003
9.426573276519775,80.0,79.59262084960938,0.0,0.5316569209098816,53.16569209098816,53165,53.165,1,RUN,1,0.055,0.0003
9.912285089492798,80.0,79.21150207519531,0.0,0.5621424913406372,56.21424913406372,56214,56.214,1,RUN,1,0.055,0.0003
10.377620935440063,80.0,79.50598907470703,0.0,0.5533847212791443,55.33847212791443,55338,55.338,1,RUN,1,0.055,0.0003
10.861950159072876,80.0,80.03687286376953,0.0,0.5270846486091614,52.70846486091614,52708,52.708,1,RUN,1,0.055,0.0003
11.348740816116333,80.0,80.79078674316406,0.0,0.4850664436817169,48.50664436817169,48506,48.506,1,RUN,1,0.055,0.0003
11.830649852752686,80.0,81.39090728759766,0.0,0.4478766620159149,44.78766620159149,44787,44.787,1,RUN,1,0.055,0.0003
12.314981937408447,80.0,81.68598175048828,0.0,0.4256991147994995,42.56991147994995,42569,42.569,1,RUN,1,0.055,0.0003
12.81003212928772,80.0,81.66193389892578,0.0,0.42121419310569763,42.12141931056976,42121,42.121,1,RUN,1,0.055,0.0003
13.349072217941284,80.0,81.40800476074219,0.0,0.43085530400276184,43.085530400276184,43085,43.085,1,RUN,1,0.055,0.0003
13.828161478042603,80.0,81.06027221679688,0.0,0.44765639305114746,44.765639305114746,44765,44.765,1,RUN,1,0.055,0.0003
14.316612005233765,80.0,80.7462387084961,0.0,0.46436598896980286,46.436598896980286,46436,46.436,1,RUN,1,0.055,0.0003
14.816565990447998,80.0,80.5475845336914,0.0,0.4757815897464752,47.57815897464752,47578,47.578,1,RUN,1,0.055,0.0003
15.31652021408081,80.0,80.48751831054688,0.0,0.47979751229286194,47.979751229286194,47979,47.979,1,RUN,1,0.055,0.0003
15.799918413162231,80.0,80.53984832763672,0.0,0.477195680141449,47.7195680141449,47719,47.719,1,RUN,1,0.055,0.0003
16.28424835205078,80.0,80.65087127685547,0.0,0.47059962153434753,47.05996215343475,47059,47.059,1,RUN,1,0.055,0.0003
16.784203052520752,80.0,80.76374816894531,0.0,0.4631448984146118,46.31448984146118,46314,46.314,1,RUN,1,0.055,0.0003
17.292296409606934,80.0,80.8370361328125,0.0,0.4573621451854706,45.73621451854706,45736,45.736,1,RUN,1,0.055,0.0003
17.792250156402588,80.0,80.85330963134766,0.0,0.4545552730560303,45.45552730560303,45455,45.455,1,RUN,1,0.055,0.0003
18.26095747947693,80.0,80.8282470703125,0.0,0.45450079441070557,45.45007944107056,45450,45.45,1,RUN,1,0.055,0.0003
18.75566291809082,80.0,80.76546478271484,0.0,0.4564499258995056,45.64499258995056,45644,45.644,1,RUN,1,0.055,0.0003
19.24714994430542,80.0,80.69065856933594,0.0,0.4594341218471527,45.94341218471527,45943,45.943,1,RUN,1,0.055,0.0003
19.747102737426758,80.0,80.62528991699219,0.0,0.4622126519680023,46.22126519680023,46221,46.221,1,RUN,1,0.055,0.0003
20.242915153503418,80.0,80.58203125,0.0,0.46395397186279297,46.3953971862793,46395,46.395,1,RUN,1,0.055,0.0003
20.73138427734375,80.0,80.56326293945312,0.0,0.46438273787498474,46.438273787498474,46438,46.438,1,RUN,1,0.055,0.0003
21.26258659362793,80.0,80.56321716308594,0.0,0.4637082517147064,46.37082517147064,46370,46.37,1,RUN,1,0.055,0.0003
21.7625412940979,80.0,80.57201385498047,0.0,0.46242594718933105,46.242594718933105,46242,46.242,1,RUN,1,0.055,0.0003
22.26249384880066,80.0,80.58074188232422,0.0,0.4608452022075653,46.08452022075653,46108,46.108,1,RUN,1,0.055,0.0003
22.762446880340576,80.0,80.57917785644531,0.0,0.4599536657333374,45.99536657333374,46008,46.008,1,RUN,1,0.055,0.0003
23.231154441833496,80.0,80.5707778930664,0.0,0.45963868498802185,45.963868498802185,45963,45.963,1,RUN,1,0.055,0.0003
23.741588830947876,80.0,80.5528564453125,0.0,0.45969969034194946,45.969969034194946,45969,45.969,1,RUN,1,0.055,0.0003
24.214418411254883,80.0,80.53034210205078,0.0,0.46009087562561035,46.009087562561035,46009,46.009,1,RUN,1,0.055,0.0003
24.683127641677856,80.0,80.50749206542969,0.0,0.460578978061676,46.0578978061676,46057,46.057,1,RUN,1,0.055,0.0003
25.16745615005493,80.0,80.48758697509766,0.0,0.4609673321247101,46.09673321247101,46096,46.096,1,RUN,1,0.055,0.0003
25.651785850524902,80.0,80.47489166259766,0.0,0.46112799644470215,46.112799644470215,46112,46.112,1,RUN,1,0.055,0.0003
26.13611626625061,80.0,80.46302032470703,0.0,0.46112149953842163,46.11214995384216,46112,46.112,1,RUN,1,0.055,0.0003
26.620445489883423,80.0,80.45441436767578,0.0,0.46093428134918213,46.09342813491821,46093,46.093,1,RUN,1,0.055,0.0003
27.1047785282135,80.0,80.44727325439453,0.0,0.46065816283226013,46.06581628322601,46065,46.065,1,RUN,1,0.055,0.0003
27.589107751846313,80.0,80.43993377685547,0.0,0.46038728952407837,46.03872895240784,46038,46.038,1,RUN,1,0.055,0.0003
28.072728157043457,80.0,80.43134307861328,0.0,0.46018803119659424,46.018803119659424,46018,46.018,1,RUN,1,0.055,0.0003
